# Virtual Drums debug log (per finger per frame)
# measured_fps=15.13
# smoothing_frames=2  velocity_delta_frames=1
# STRIKE_SPEED_THRESHOLD(px/s)=130.0  DECEL_SPEED_THRESHOLD(px/s)=60.0
# CONTACT_BAND_PX=25.0  arm_clearance_px=13.9
# strike_axis=y  approach_sign=1
# contact_zeros: right_thumb=391.0, right_index=407.0, right_middle=411.0, right_ring=412.0, right_pinky=409.0, left_thumb=414.0, left_index=407.0, left_middle=404.0, left_ring=414.0, left_pinky=418.0
# events: warmup/vel_warmup/dt_zero/approach/medium/FIRE/impact_noarm/impact_noreach/slow_stop
ts_ms,finger,hand,raw_y,smoothed_y,velocity_pxps,depth,armed,was_fast,deepest_y,contact_zero_y,arm_line_y,event,fired,strike_speed
15327,right_ring,Right,402.00,398.50,32.26,398.50,1,0,,412.00,398.07,slow_stop,0,
15327,right_pinky,Right,411.00,409.00,32.26,409.00,0,0,,409.00,395.07,slow_stop,0,
15327,left_thumb,Left,413.00,416.50,-32.26,416.50,0,0,,414.00,400.07,slow_stop,0,
15327,left_index,Left,406.00,405.50,0.00,405.50,0,0,,407.00,393.07,slow_stop,0,
15327,left_middle,Left,407.00,403.50,-16.13,403.50,0,0,,404.00,390.07,slow_stop,0,
15327,left_ring,Left,416.00,414.00,8.06,414.00,0,0,,414.00,400.07,slow_stop,0,
15327,left_pinky,Left,415.00,416.50,-24.19,416.50,0,0,,418.00,404.07,slow_stop,0,
15390,right_thumb,Right,395.00,395.50,-79.37,395.50,0,0,,391.00,377.07,slow_stop,0,
15390,right_index,Right,403.00,405.50,-7.94,405.50,0,0,,407.00,393.07,slow_stop,0,
15390,right_middle,Right,407.00,406.00,31.75,406.00,0,0,,411.00,397.07,slow_stop,0,
15390,right_ring,Right,415.00,408.50,158.73,408.50,1,1,408.50,412.00,398.07,approach,0,158.73
15390,right_pinky,Right,411.00,411.00,31.75,411.00,0,0,,409.00,395.07,slow_stop,0,
15390,left_thumb,Left,418.00,415.50,-15.87,415.50,0,0,,414.00,400.07,slow_stop,0,
15390,left_index,Left,407.00,406.50,15.87,406.50,0,0,,407.00,393.07,slow_stop,0,
15390,left_middle,Left,406.00,406.50,47.62,406.50,0,0,,404.00,390.07,slow_stop,0,
15390,left_ring,Left,413.00,414.50,7.94,414.50,0,0,,414.00,400.07,slow_stop,0,
15390,left_pinky,Left,412.00,413.50,-47.62,413.50,0,0,,418.00,404.07,slow_stop,0,
15452,right_thumb,Right,396.00,395.50,0.00,395.50,0,0,,391.00,377.07,slow_stop,0,
15452,right_index,Right,403.00,403.00,-40.32,403.00,0,0,,407.00,393.07,slow_stop,0,
15452,right_middle,Right,408.00,407.50,24.19,407.50,0,0,,411.00,397.07,slow_stop,0,
15452,right_ring,Right,412.00,413.50,80.65,413.50,1,1,413.50,412.00,398.07,medium,0,158.73
15452,right_pinky,Right,407.00,409.00,-32.26,409.00,0,0,,409.00,395.07,slow_stop,0,
15452,left_thumb,Left,419.00,418.50,48.39,418.50,0,0,,414.00,400.07,slow_stop,0,
15452,left_index,Left,411.00,409.00,40.32,409.00,0,0,,407.00,393.07,slow_stop,0,
15452,left_middle,Left,406.00,406.00,-8.06,406.00,0,0,,404.00,390.07,slow_stop,0,
15452,left_ring,Left,416.00,414.50,0.00,414.50,0,0,,414.00,400.07,slow_stop,0,
15452,left_pinky,Left,418.00,415.00,24.19,415.00,0,0,,418.00,404.07,slow_stop,0,
15515,right_thumb,Right,398.00,397.00,23.81,397.00,0,0,,391.00,377.07,slow_stop,0,
15515,right_index,Right,404.00,403.50,7.94,403.50,0,0,,407.00,393.07,slow_stop,0,
15515,right_middle,Right,410.00,409.00,23.81,409.00,0,0,,411.00,397.07,slow_stop,0,
15515,right_ring,Right,414.00,413.00,-7.94,413.00,1,0,413.50,412.00,398.07,FIRE,1,158.73
15515,right_pinky,Right,408.00,407.50,-23.81,407.50,0,0,,409.00,395.07,slow_stop,0,
15515,left_thumb,Left,420.00,419.50,15.87,419.50,0,0,,414.00,400.07,slow_stop,0,
15515,left_index,Left,406.00,408.50,-7.94,408.50,0,0,,407.00,393.07,slow_stop,0,
15515,left_middle,Left,407.00,406.50,7.94,406.50,0,0,,404.00,390.07,slow_stop,0,
15515,left_ring,Left,415.00,415.50,15.87,415.50,0,0,,414.00,400.07,slow_stop,0,
15515,left_pinky,Left,420.00,419.00,63.49,419.00,0,0,419.00,418.00,404.07,medium,0,0.00
15593,right_thumb,Right,391.00,394.50,-32.05,394.50,0,0,,391.00,377.07,slow_stop,0,
15593,right_index,Right,404.00,404.00,6.41,404.00,0,0,,407.00,393.07,slow_stop,0,
15593,right_middle,Right,411.00,410.50,19.23,410.50,0,0,,411.00,397.07,slow_stop,0,
15593,right_ring,Right,416.00,415.00,25.64,415.00,0,0,,412.00,398.07,slow_stop,0,
15593,right_pinky,Right,411.00,409.50,25.64,409.50,0,0,,409.00,395.07,slow_stop,0,
15593,left_thumb,Left,418.00,419.00,-6.41,419.00,0,0,,414.00,400.07,slow_stop,0,
15593,left_index,Left,406.00,406.00,-32.05,406.00,0,0,,407.00,393.07,slow_stop,0,
15593,left_middle,Left,407.00,407.00,6.41,407.00,0,0,,404.00,390.07,slow_stop,0,
15593,left_ring,Left,418.00,416.50,12.82,416.50,0,0,,414.00,400.07,slow_stop,0,
15593,left_pinky,Left,418.00,419.00,0.00,419.00,0,0,,418.00,404.07,slow_stop,0,
15655,right_thumb,Right,393.00,392.00,-40.32,392.00,0,0,,391.00,377.07,slow_stop,0,
15655,right_index,Right,408.00,406.00,32.26,406.00,0,0,,407.00,393.07,slow_stop,0,
15655,right_middle,Right,409.00,410.00,-8.06,410.00,0,0,,411.00,397.07,slow_stop,0,
15655,right_ring,Right,416.00,416.00,16.13,416.00,0,0,,412.00,398.07,slow_stop,0,
15655,right_pinky,Right,411.00,411.00,24.19,411.00,0,0,,409.00,395.07,slow_stop,0,
15655,left_thumb,Left,422.00,420.00,16.13,420.00,0,0,,414.00,400.07,slow_stop,0,
15655,left_index,Left,408.00,407.00,16.13,407.00,0,0,,407.00,393.07,slow_stop,0,
15655,left_middle,Left,408.00,407.50,8.06,407.50,0,0,,404.00,390.07,slow_stop,0,
15655,left_ring,Left,417.00,417.50,16.13,417.50,0,0,,414.00,400.07,slow_stop,0,
15655,left_pinky,Left,420.00,419.00,0.00,419.00,0,0,,418.00,404.07,slow_stop,0,
15733,right_thumb,Right,395.00,394.00,25.64,394.00,0,0,,391.00,377.07,slow_stop,0,
15733,right_index,Right,404.00,406.00,0.00,406.00,0,0,,407.00,393.07,slow_stop,0,
15733,right_middle,Right,411.00,410.00,0.00,410.00,0,0,,411.00,397.07,slow_stop,0,
15733,right_ring,Right,418.00,417.00,12.82,417.00,0,0,,412.00,398.07,slow_stop,0,
15733,right_pinky,Right,409.00,410.00,-12.82,410.00,0,0,,409.00,395.07,slow_stop,0,
15733,left_thumb,Left,415.00,418.50,-19.23,418.50,0,0,,414.00,400.07,slow_stop,0,
15733,left_index,Left,406.00,407.00,0.00,407.00,0,0,,407.00,393.07,slow_stop,0,
15733,left_middle,Left,407.00,407.50,0.00,407.50,0,0,,404.00,390.07,slow_stop,0,
15733,left_ring,Left,414.00,415.50,-25.64,415.50,0,0,,414.00,400.07,slow_stop,0,
15733,left_pinky,Left,420.00,420.00,12.82,420.00,0,0,,418.00,404.07,slow_stop,0,
15797,right_thumb,Right,395.00,395.00,15.62,395.00,0,0,,391.00,377.07,slow_stop,0,
15797,right_index,Right,405.00,404.50,-23.44,404.50,0,0,,407.00,393.07,slow_stop,0,
15797,right_middle,Right,410.00,410.50,7.81,410.50,0,0,,411.00,397.07,slow_stop,0,
15797,right_ring,Right,418.00,418.00,15.62,418.00,0,0,,412.00,398.07,slow_stop,0,
15797,right_pinky,Right,411.00,410.00,0.00,410.00,0,0,,409.00,395.07,slow_stop,0,
15797,left_thumb,Left,415.00,415.00,-54.69,415.00,0,0,,414.00,400.07,slow_stop,0,
15797,left_index,Left,404.00,405.00,-31.25,405.00,0,0,,407.00,393.07,slow_stop,0,
15797,left_middle,Left,404.00,405.50,-31.25,405.50,0,0,,404.00,390.07,slow_stop,0,
15797,left_ring,Left,417.00,415.50,0.00,415.50,0,0,,414.00,400.07,slow_stop,0,
15797,left_pinky,Left,419.00,419.50,-7.81,419.50,0,0,,418.00,404.07,slow_stop,0,
15858,right_thumb,Right,394.00,394.50,-8.20,394.50,0,0,,391.00,377.07,slow_stop,0,
15858,right_index,Right,407.00,406.00,24.59,406.00,0,0,,407.00,393.07,slow_stop,0,
15858,right_middle,Right,409.00,409.50,-16.39,409.50,0,0,,411.00,397.07,slow_stop,0,
15858,right_ring,Right,416.00,417.00,-16.39,417.00,0,0,,412.00,398.07,slow_stop,0,
15858,right_pinky,Right,412.00,411.50,24.59,411.50,0,0,,409.00,395.07,slow_stop,0,
15858,left_thumb,Left,418.00,416.50,24.59,416.50,0,0,,414.00,400.07,slow_stop,0,
15858,left_index,Left,406.00,405.00,0.00,405.00,0,0,,407.00,393.07,slow_stop,0,
15858,left_middle,Left,404.00,404.00,-24.59,404.00,0,0,,404.00,390.07,slow_stop,0,
15858,left_ring,Left,414.00,415.50,0.00,415.50,0,0,,414.00,400.07,slow_stop,0,
15858,left_pinky,Left,417.00,418.00,-24.59,418.00,0,0,,418.00,404.07,slow_stop,0,
15922,right_thumb,Right,393.00,393.50,-15.62,393.50,0,0,,391.00,377.07,slow_stop,0,
15922,right_index,Right,409.00,408.00,31.25,408.00,0,0,,407.00,393.07,slow_stop,0,
15922,right_middle,Right,412.00,410.50,15.62,410.50,0,0,,411.00,397.07,slow_stop,0,
15922,right_ring,Right,416.00,416.00,-15.62,416.00,0,0,,412.00,398.07,slow_stop,0,
15922,right_pinky,Right,413.00,412.50,15.62,412.50,0,0,,409.00,395.07,slow_stop,0,
15922,left_thumb,Left,415.00,416.50,0.00,416.50,0,0,,414.00,400.07,slow_stop,0,
15922,left_index,Left,407.00,406.50,23.44,406.50,0,0,,407.00,393.07,slow_stop,0,
15922,left_middle,Left,407.00,405.50,23.44,405.50,0,0,,404.00,390.07,slow_stop,0,
15922,left_ring,Left,417.00,415.50,0.00,415.50,0,0,,414.00,400.07,slow_stop,0,
15922,left_pinky,Left,421.00,419.00,15.62,419.00,0,0,,418.00,404.07,slow_stop,0,
15983,right_thumb,Right,396.00,394.50,16.39,394.50,0,0,,391.00,377.07,slow_stop,0,
15983,right_index,Right,410.00,409.50,24.59,409.50,0,0,,407.00,393.07,slow_stop,0,
15983,right_middle,Right,409.00,410.50,0.00,410.50,0,0,,411.00,397.07,slow_stop,0,
15983,right_ring,Right,401.00,408.50,-122.95,408.50,0,0,,412.00,398.07,slow_stop,0,
15983,right_pinky,Right,408.00,410.50,-32.79,410.50,0,0,,409.00,395.07,slow_stop,0,
15983,left_thumb,Left,417.00,416.00,-8.20,416.00,0,0,,414.00,400.07,slow_stop,0,
15983,left_index,Left,407.00,407.00,8.20,407.00,0,0,,407.00,393.07,slow_stop,0,
15983,left_middle,Left,403.00,405.00,-8.20,405.00,0,0,,404.00,390.07,slow_stop,0,
15983,left_ring,Left,415.00,416.00,8.20,416.00,0,0,,414.00,400.07,slow_stop,0,
15983,left_pinky,Left,415.00,418.00,-16.39,418.00,0,0,,418.00,404.07,slow_stop,0,
16062,right_thumb,Right,399.00,397.50,37.97,397.50,0,0,,391.00,377.07,slow_stop,0,
16062,right_index,Right,405.00,407.50,-25.32,407.50,0,0,,407.00,393.07,slow_stop,0,
16062,right_middle,Right,405.00,407.00,-44.30,407.00,0,0,,411.00,397.07,slow_stop,0,
16062,right_ring,Right,393.00,397.00,-145.57,397.00,1,0,,412.00,398.07,slow_stop,0,
16062,right_pinky,Right,408.00,408.00,-31.65,408.00,0,0,,409.00,395.07,slow_stop,0,
16062,left_thumb,Left,417.00,417.00,12.66,417.00,0,0,,414.00,400.07,slow_stop,0,
16062,left_index,Left,410.00,408.50,18.99,408.50,0,0,,407.00,393.07,slow_stop,0,
16062,left_middle,Left,404.00,403.50,-18.99,403.50,0,0,,404.00,390.07,slow_stop,0,
16062,left_ring,Left,416.00,415.50,-6.33,415.50,0,0,,414.00,400.07,slow_stop,0,
16062,left_pinky,Left,418.00,416.50,-18.99,416.50,0,0,,418.00,404.07,slow_stop,0,
16125,right_thumb,Right,394.00,396.50,-15.87,396.50,0,0,,391.00,377.07,slow_stop,0,
16125,right_index,Right,406.00,405.50,-31.75,405.50,0,0,,407.00,393.07,slow_stop,0,
16125,right_middle,Right,404.00,404.50,-39.68,404.50,0,0,,411.00,397.07,slow_stop,0,
16125,right_ring,Right,398.00,395.50,-23.81,395.50,1,0,,412.00,398.07,slow_stop,0,
16125,right_pinky,Right,407.00,407.50,-7.94,407.50,0,0,,409.00,395.07,slow_stop,0,
16125,left_thumb,Left,416.00,416.50,-7.94,416.50,0,0,,414.00,400.07,slow_stop,0,
16125,left_index,Left,407.00,408.50,0.00,408.50,0,0,,407.00,393.07,slow_stop,0,
16125,left_middle,Left,406.00,405.00,23.81,405.00,0,0,,404.00,390.07,slow_stop,0,
16125,left_ring,Left,417.00,416.50,15.87,416.50,0,0,,414.00,400.07,slow_stop,0,
16125,left_pinky,Left,419.00,418.50,31.75,418.50,0,0,,418.00,404.07,slow_stop,0,
16187,right_thumb,Right,398.00,396.00,-8.06,396.00,0,0,,391.00,377.07,slow_stop,0,
16187,right_index,Right,410.00,408.00,40.32,408.00,0,0,,407.00,393.07,slow_stop,0,
16187,right_middle,Right,406.00,405.00,8.06,405.00,0,0,,411.00,397.07,slow_stop,0,
16187,right_ring,Right,398.00,398.00,40.32,398.00,1,0,,412.00,398.07,slow_stop,0,
16187,right_pinky,Right,410.00,408.50,16.13,408.50,0,0,,409.00,395.07,slow_stop,0,
16187,left_thumb,Left,421.00,418.50,32.26,418.50,0,0,,414.00,400.07,slow_stop,0,
16187,left_index,Left,407.00,407.00,-24.19,407.00,0,0,,407.00,393.07,slow_stop,0,
16187,left_middle,Left,406.00,406.00,16.13,406.00,0,0,,404.00,390.07,slow_stop,0,
16187,left_ring,Left,415.00,416.00,-8.06,416.00,0,0,,414.00,400.07,slow_stop,0,
16187,left_pinky,Left,415.00,417.00,-24.19,417.00,0,0,,418.00,404.07,slow_stop,0,
16250,right_thumb,Right,393.00,395.50,-7.94,395.50,0,0,,391.00,377.07,slow_stop,0,
16250,right_index,Right,411.00,410.50,39.68,410.50,0,0,,407.00,393.07,slow_stop,0,
16250,right_middle,Right,414.00,410.00,79.37,410.00,0,0,410.00,411.00,397.07,medium,0,0.00
16250,right_ring,Right,418.00,408.00,158.73,408.00,1,1,408.00,412.00,398.07,approach,0,158.73
16250,right_pinky,Right,412.00,411.00,39.68,411.00,0,0,,409.00,395.07,slow_stop,0,
16250,left_thumb,Left,428.00,424.50,95.24,424.50,0,0,424.50,414.00,400.07,medium,0,0.00
16250,left_index,Left,405.00,406.00,-15.87,406.00,0,0,,407.00,393.07,slow_stop,0,
16250,left_middle,Left,403.00,404.50,-23.81,404.50,0,0,,404.00,390.07,slow_stop,0,
16250,left_ring,Left,415.00,415.00,-15.87,415.00,0,0,,414.00,400.07,slow_stop,0,
16250,left_pinky,Left,416.00,415.50,-23.81,415.50,0,0,,418.00,404.07,slow_stop,0,
16312,right_thumb,Right,403.00,398.00,40.32,398.00,0,0,,391.00,377.07,slow_stop,0,
16312,right_index,Right,408.00,409.50,-16.13,409.50,0,0,,407.00,393.07,slow_stop,0,
16312,right_middle,Right,411.00,412.50,40.32,412.50,0,0,,411.00,397.07,slow_stop,0,
16312,right_ring,Right,418.00,418.00,161.29,418.00,1,1,418.00,412.00,398.07,approach,0,161.29
16312,right_pinky,Right,409.00,410.50,-8.06,410.50,0,0,,409.00,395.07,slow_stop,0,
16312,left_thumb,Left,414.00,421.00,-56.45,421.00,0,0,,414.00,400.07,slow_stop,0,
16312,left_index,Left,409.00,407.00,16.13,407.00,0,0,,407.00,393.07,slow_stop,0,
16312,left_middle,Left,401.00,402.00,-40.32,402.00,0,0,,404.00,390.07,slow_stop,0,
16312,left_ring,Left,417.00,416.00,16.13,416.00,0,0,,414.00,400.07,slow_stop,0,
16312,left_pinky,Left,417.00,416.50,16.13,416.50,0,0,,418.00,404.07,slow_stop,0,
16390,right_thumb,Right,392.00,397.50,-6.41,397.50,0,0,,391.00,377.07,slow_stop,0,
16390,right_index,Right,407.00,407.50,-25.64,407.50,0,0,,407.00,393.07,slow_stop,0,
16390,right_middle,Right,413.00,412.00,-6.41,412.00,0,0,,411.00,397.07,slow_stop,0,
16390,right_ring,Right,417.00,417.50,-6.41,417.50,1,0,418.00,412.00,398.07,FIRE,1,161.29
16390,right_pinky,Right,413.00,411.00,6.41,411.00,0,0,,409.00,395.07,slow_stop,0,
16390,left_thumb,Left,415.00,414.50,-83.33,414.50,0,0,,414.00,400.07,slow_stop,0,
16390,left_index,Left,405.00,407.00,0.00,407.00,0,0,,407.00,393.07,slow_stop,0,
16390,left_middle,Left,402.00,401.50,-6.41,401.50,0,0,,404.00,390.07,slow_stop,0,
16390,left_ring,Left,411.00,414.00,-25.64,414.00,0,0,,414.00,400.07,slow_stop,0,
16390,left_pinky,Left,409.00,413.00,-44.87,413.00,0,0,,418.00,404.07,slow_stop,0,
16468,right_thumb,Right,393.00,392.50,-64.10,392.50,0,0,,391.00,377.07,slow_stop,0,
16468,right_index,Right,409.00,408.00,6.41,408.00,0,0,,407.00,393.07,slow_stop,0,
16468,right_middle,Right,412.00,412.50,6.41,412.50,0,0,,411.00,397.07,slow_stop,0,
16468,right_ring,Right,417.00,417.00,-6.41,417.00,0,0,,412.00,398.07,slow_stop,0,
16468,right_pinky,Right,410.00,411.50,6.41,411.50,0,0,,409.00,395.07,slow_stop,0,
16468,left_thumb,Left,411.00,413.00,-19.23,413.00,0,0,,414.00,400.07,slow_stop,0,
16468,left_index,Left,407.00,406.00,-12.82,406.00,0,0,,407.00,393.07,slow_stop,0,
16468,left_middle,Left,400.00,401.00,-6.41,401.00,0,0,,404.00,390.07,slow_stop,0,
16468,left_ring,Left,412.00,411.50,-32.05,411.50,0,0,,414.00,400.07,slow_stop,0,
16468,left_pinky,Left,418.00,413.50,6.41,413.50,0,0,,418.00,404.07,slow_stop,0,
16530,right_thumb,Right,397.00,395.00,40.32,395.00,0,0,,391.00,377.07,slow_stop,0,
16530,right_index,Right,407.00,408.00,0.00,408.00,0,0,,407.00,393.07,slow_stop,0,
16530,right_middle,Right,412.00,412.00,-8.06,412.00,0,0,,411.00,397.07,slow_stop,0,
16530,right_ring,Right,419.00,418.00,16.13,418.00,0,0,,412.00,398.07,slow_stop,0,
16530,right_pinky,Right,411.00,410.50,-16.13,410.50,0,0,,409.00,395.07,slow_stop,0,
16530,left_thumb,Left,419.00,415.00,32.26,415.00,0,0,,414.00,400.07,slow_stop,0,
16530,left_index,Left,407.00,407.00,16.13,407.00,0,0,,407.00,393.07,slow_stop,0,
16530,left_middle,Left,404.00,402.00,16.13,402.00,0,0,,404.00,390.07,slow_stop,0,
16530,left_ring,Left,413.00,412.50,16.13,412.50,0,0,,414.00,400.07,slow_stop,0,
16530,left_pinky,Left,413.00,415.50,32.26,415.50,0,0,,418.00,404.07,slow_stop,0,
16593,right_thumb,Right,392.00,394.50,-7.94,394.50,0,0,,391.00,377.07,slow_stop,0,
16593,right_index,Right,409.00,408.00,0.00,408.00,0,0,,407.00,393.07,slow_stop,0,
16593,right_middle,Right,414.00,413.00,15.87,413.00,0,0,,411.00,397.07,slow_stop,0,
16593,right_ring,Right,416.00,417.50,-7.94,417.50,0,0,,412.00,398.07,slow_stop,0,
16593,right_pinky,Right,412.00,411.50,15.87,411.50,0,0,,409.00,395.07,slow_stop,0,
16593,left_thumb,Left,419.00,419.00,63.49,419.00,0,0,419.00,414.00,400.07,medium,0,0.00
16593,left_index,Left,405.00,406.00,-15.87,406.00,0,0,,407.00,393.07,slow_stop,0,
16593,left_middle,Left,400.00,402.00,0.00,402.00,0,0,,404.00,390.07,slow_stop,0,
16593,left_ring,Left,413.00,413.00,7.94,413.00,0,0,,414.00,400.07,slow_stop,0,
16593,left_pinky,Left,418.00,415.50,0.00,415.50,0,0,,418.00,404.07,slow_stop,0,
16655,right_thumb,Right,395.00,393.50,-16.13,393.50,0,0,,391.00,377.07,slow_stop,0,
16655,right_index,Right,410.00,409.50,24.19,409.50,0,0,,407.00,393.07,slow_stop,0,
16655,right_middle,Right,413.00,413.50,8.06,413.50,0,0,,411.00,397.07,slow_stop,0,
16655,right_ring,Right,418.00,417.00,-8.06,417.00,0,0,,412.00,398.07,slow_stop,0,
16655,right_pinky,Right,411.00,411.50,0.00,411.50,0,0,,409.00,395.07,slow_stop,0,
16655,left_thumb,Left,415.00,417.00,-32.26,417.00,0,0,,414.00,400.07,slow_stop,0,
16655,left_index,Left,409.00,407.00,16.13,407.00,0,0,,407.00,393.07,slow_stop,0,
16655,left_middle,Left,404.00,402.00,0.00,402.00,0,0,,404.00,390.07,slow_stop,0,
16655,left_ring,Left,417.00,415.00,32.26,415.00,0,0,,414.00,400.07,slow_stop,0,
16655,left_pinky,Left,420.00,419.00,56.45,419.00,0,0,,418.00,404.07,slow_stop,0,
16718,right_thumb,Right,394.00,394.50,15.87,394.50,0,0,,391.00,377.07,slow_stop,0,
16718,right_index,Right,407.00,408.50,-15.87,408.50,0,0,,407.00,393.07,slow_stop,0,
16718,right_middle,Right,409.00,411.00,-39.68,411.00,0,0,,411.00,397.07,slow_stop,0,
16718,right_ring,Right,417.00,417.50,7.94,417.50,0,0,,412.00,398.07,slow_stop,0,
16718,right_pinky,Right,413.00,412.00,7.94,412.00,0,0,,409.00,395.07,slow_stop,0,
16718,left_thumb,Left,416.00,415.50,-23.81,415.50,0,0,,414.00,400.07,slow_stop,0,
16718,left_index,Left,410.00,409.50,39.68,409.50,0,0,,407.00,393.07,slow_stop,0,
16718,left_middle,Left,405.00,404.50,39.68,404.50,0,0,,404.00,390.07,slow_stop,0,
16718,left_ring,Left,419.00,418.00,47.62,418.00,0,0,,414.00,400.07,slow_stop,0,
16718,left_pinky,Left,420.00,420.00,15.87,420.00,0,0,,418.00,404.07,slow_stop,0,
16780,right_thumb,Right,395.00,394.50,0.00,394.50,0,0,,391.00,377.07,slow_stop,0,
16780,right_index,Right,410.00,408.50,0.00,408.50,0,0,,407.00,393.07,slow_stop,0,
16780,right_middle,Right,410.00,409.50,-24.19,409.50,0,0,,411.00,397.07,slow_stop,0,
16780,right_ring,Right,403.00,410.00,-120.97,410.00,0,0,,412.00,398.07,slow_stop,0,
16780,right_pinky,Right,405.00,409.00,-48.39,409.00,0,0,,409.00,395.07,slow_stop,0,
16780,left_thumb,Left,415.00,415.50,0.00,415.50,0,0,,414.00,400.07,slow_stop,0,
16780,left_index,Left,406.00,408.00,-24.19,408.00,0,0,,407.00,393.07,slow_stop,0,
16780,left_middle,Left,404.00,404.50,0.00,404.50,0,0,,404.00,390.07,slow_stop,0,
16780,left_ring,Left,415.00,417.00,-16.13,417.00,0,0,,414.00,400.07,slow_stop,0,
16780,left_pinky,Left,416.00,418.00,-32.26,418.00,0,0,,418.00,404.07,slow_stop,0,
16843,right_thumb,Right,403.00,399.00,71.43,399.00,0,0,399.00,391.00,377.07,medium,0,0.00
16843,right_index,Right,406.00,408.00,-7.94,408.00,0,0,,407.00,393.07,slow_stop,0,
16843,right_middle,Right,405.00,407.50,-31.75,407.50,0,0,,411.00,397.07,slow_stop,0,
16843,right_ring,Right,401.00,402.00,-126.98,402.00,0,0,,412.00,398.07,slow_stop,0,
16843,right_pinky,Right,409.00,407.00,-31.75,407.00,0,0,,409.00,395.07,slow_stop,0,
16843,left_thumb,Left,416.00,415.50,0.00,415.50,0,0,,414.00,400.07,slow_stop,0,
16843,left_index,Left,408.00,407.00,-15.87,407.00,0,0,,407.00,393.07,slow_stop,0,
16843,left_middle,Left,402.00,403.00,-23.81,403.00,0,0,,404.00,390.07,slow_stop,0,
16843,left_ring,Left,414.00,414.50,-39.68,414.50,0,0,,414.00,400.07,slow_stop,0,
16843,left_pinky,Left,412.00,414.00,-63.49,414.00,0,0,,418.00,404.07,slow_stop,0,
16922,right_thumb,Right,395.00,399.00,0.00,399.00,0,0,,391.00,377.07,slow_stop,0,
16922,right_index,Right,408.00,407.00,-12.66,407.00,0,0,,407.00,393.07,slow_stop,0,
16922,right_middle,Right,403.00,404.00,-44.30,404.00,0,0,,411.00,397.07,slow_stop,0,
16922,right_ring,Right,402.00,401.50,-6.33,401.50,0,0,,412.00,398.07,slow_stop,0,
16922,right_pinky,Right,411.00,410.00,37.97,410.00,0,0,,409.00,395.07,slow_stop,0,
16922,left_thumb,Left,423.00,419.50,50.63,419.50,0,0,,414.00,400.07,slow_stop,0,
16922,left_index,Left,404.00,406.00,-12.66,406.00,0,0,,407.00,393.07,slow_stop,0,
16922,left_middle,Left,398.00,400.00,-37.97,400.00,0,0,,404.00,390.07,slow_stop,0,
16922,left_ring,Left,412.00,413.00,-18.99,413.00,0,0,,414.00,400.07,slow_stop,0,
16922,left_pinky,Left,419.00,415.50,18.99,415.50,0,0,,418.00,404.07,slow_stop,0,
17000,right_thumb,Right,395.00,395.00,-51.28,395.00,0,0,,391.00,377.07,slow_stop,0,
17000,right_index,Right,404.00,406.00,-12.82,406.00,0,0,,407.00,393.07,slow_stop,0,
17000,right_middle,Right,407.00,405.00,12.82,405.00,0,0,,411.00,397.07,slow_stop,0,
17000,right_ring,Right,406.00,404.00,32.05,404.00,0,0,,412.00,398.07,slow_stop,0,
17000,right_pinky,Right,408.00,409.50,-6.41,409.50,0,0,,409.00,395.07,slow_stop,0,
17000,left_thumb,Left,415.00,419.00,-6.41,419.00,0,0,,414.00,400.07,slow_stop,0,
17000,left_index,Left,406.00,405.00,-12.82,405.00,0,0,,407.00,393.07,slow_stop,0,
17000,left_middle,Left,406.00,402.00,25.64,402.00,0,0,,404.00,390.07,slow_stop,0,
17000,left_ring,Left,416.00,414.00,12.82,414.00,0,0,,414.00,400.07,slow_stop,0,
17000,left_pinky,Left,419.00,419.00,44.87,419.00,0,0,,418.00,404.07,slow_stop,0,
17062,right_thumb,Right,395.00,395.00,0.00,395.00,0,0,,391.00,377.07,slow_stop,0,
17062,right_index,Right,401.00,402.50,-56.45,402.50,0,0,,407.00,393.07,slow_stop,0,
17062,right_middle,Right,409.00,408.00,48.39,408.00,0,0,,411.00,397.07,slow_stop,0,
17062,right_ring,Right,414.00,410.00,96.77,410.00,0,0,410.00,412.00,398.07,medium,0,0.00
17062,right_pinky,Right,405.00,406.50,-48.39,406.50,0,0,,409.00,395.07,slow_stop,0,
17062,left_thumb,Left,415.00,415.00,-64.52,415.00,0,0,,414.00,400.07,slow_stop,0,
17062,left_index,Left,406.00,406.00,16.13,406.00,0,0,,407.00,393.07,slow_stop,0,
17062,left_middle,Left,402.00,404.00,32.26,404.00,0,0,,404.00,390.07,slow_stop,0,
17062,left_ring,Left,413.00,414.50,8.06,414.50,0,0,,414.00,400.07,slow_stop,0,
17062,left_pinky,Left,416.00,417.50,-24.19,417.50,0,0,,418.00,404.07,slow_stop,0,
17125,right_thumb,Right,395.00,395.00,0.00,395.00,0,0,,391.00,377.07,slow_stop,0,
17125,right_index,Right,404.00,402.50,0.00,402.50,0,0,,407.00,393.07,slow_stop,0,
17125,right_middle,Right,408.00,408.50,7.94,408.50,0,0,,411.00,397.07,slow_stop,0,
17125,right_ring,Right,414.00,414.00,63.49,414.00,0,0,414.00,412.00,398.07,medium,0,0.00
17125,right_pinky,Right,409.00,407.00,7.94,407.00,0,0,,409.00,395.07,slow_stop,0,
17125,left_thumb,Left,424.00,419.50,71.43,419.50,0,0,419.50,414.00,400.07,medium,0,0.00
